Name,Facility Type,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Unique Identifier,Latitude,Longitude
ST. HELENS STP/BOISE CASCADE,Water Resource Recovery Facility,,Saint Helens,Columbia County,OR,97051,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1556,45.8597408,-122.8131752
St. Johnsbury WWTF*,Water Resource Recovery Facility,,St. Johnsbury,Caledonia County,VT,05819,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1658,44.4209759,-72.0183967
ST. MARYS WWTP,Water Resource Recovery Facility,P.O. BOX 1994,St Marys,Elk County,PA,15857,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1654,41.43061,-78.55926
Stahlbush Island Farms (SIF Biogas),Stand-Alone,3122 Stahlbush Island Rd,Corvallis,Linn County,OR,97333,Yes,"Food - Non-Vegetative and vegetative, manure",AD Data Collection Project - Stand-Alone,AD486,44.53432801,-123.24288997
Stanfield RNG - Green Gas Partners,Farm,,Maricopa,Pinal County,AZ,85138,,animal manure - cattle/dairy cow,AgStar,AD249,,
Statz Brothers Inc. Digester: Dane Renewable Energy,Farm,,Sun Prairie,Dane County,WI,53590,,animal manure - cattle/dairy cow,AgStar,AD380,,
"Statz Brothers, Inc. 2 Digester",Farm,,Marshall,Dane County,WI,53590,,animal manure - cattle/dairy cow,AgStar,AD253,,
Stauffer Farms AD,Farm,,North Lawrence,St. Lawrence County,NY,12967,,animal manure - cattle/dairy cow,,AD293,,
Stevens Point WWTP,Water Resource Recovery Facility,301 Bliss Ave,Stevens Point,Portage County,WI,54481,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Fats, oils and greases (FOG), Food processing industry waste",AD Data Collection Project - WRRF,AD1665,44.51163199,-89.58544896
Stiles WWTP,Water Resource Recovery Facility,2303 North 2nd Street,Memphis,Shelby County,TN,38127,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1294,35.18947766,-90.04638123
STILL CREEK WWTP,Water Resource Recovery Facility,2028 QUALITY PARK LANE,Bryan,Brazos County,TX,77807,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD727,30.66772498,-96.41278696
Still Water Ranch Digester,Farm,,Hanford,Kings County,CA,93230,,animal manure - cattle/dairy cow,AgStar,AD184,,
STILLWATER WWT,Water Resource Recovery Facility,411 EAST 3RD STREET,Stillwater,Payne County,OK,74074,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1666,36.11792899,-97.052885
STOCKTON REGIONAL WCF,Water Resource Recovery Facility,2500 NAVY DR,Stockton,San Joaquin County,CA,95206,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1667,37.93604702,-121.32839799
Stop & Shop Freetown Distribution Center,Stand-Alone,136 South Main Street,Assonet,Bristol County,MA,02702,Yes,"Food waste, Retail food waste",AD Data Collection Project - Stand-Alone,AD467,41.78045196,-71.09623313
Storms Farm Hog Power Anaerobic Digester,Farm,,Bladenboro,Bladen County,NC,28320,Yes,animal manure - swine; agricultural waste; Other Feedstocks,AgStar,AD40,,
Stotz Southern Dairy Digester,Farm,,Buckeye,Maricopa County,AZ,85326,,animal manure - cattle/dairy cow,AgStar,AD48,,
STOUGHTON WASTEWATER TREATMENT FACILITY,Water Resource Recovery Facility,700 MANDT PARKWAY,Stoughton,Dane County,WI,53589,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1668,42.91014702,-89.21569597
Straus Family Dairy Digester,Farm,,Marshall,Sonoma County,CA,94952,Yes,animal manure - dairy cow; Dairy Processing Wastes,AgStar,AD251,,
STRUTHERS WWTP & SEWER SYSTEM,Water Resource Recovery Facility,530 LOWELLVILLE RD,Struthers,Mahoning County,OH,44471,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1669,41.047269,-80.57097898
Sturgeon Bay Utilities WWTP,Water Resource Recovery Facility,230 E VINE ST,Sturgeon Bay,Door County,WI,54235,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1670,44.82207799,-87.37773496
SUFFERN (V) STP,Water Resource Recovery Facility,RIDGE STREET,Suffern,Rockland County,NY,10901,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1672,41.11169371,-74.1560874
Suffolk Co SD#21 SUNY STP,Water Resource Recovery Facility,North Loop Drive,Brookhaven,Suffolk County,NY,11790,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD715,40.92077496,-73.12757457
Sunderland Dairy Digester,Farm,,Chester,Sanpete County,UT,84647,,animal manure - cattle/dairy cow,AgStar,AD75,,
Sunny Knoll Farm Digester,Farm,,Perry,Wyoming County,NY,14530,,animal manure - cattle/dairy cow,AgStar,AD311,,
Sunnyside Farms Digester / Bluebird Renewable Energy,Farm,,Scipio Center,Cayuga County,NY,13147,,animal manure - cattle/dairy cow,AgStar,AD360,,
SUNNYVALE WPCP,Water Resource Recovery Facility,1444 BORREGAS AVENUE,Sunnyvale,Santa Clara County,CA,94089,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1676,37.41738442,-122.01589926
Sunoma Renewable Biofuel / Paloma Dairy,Farm,,Gila Bend,Maricopa County,AZ,85337,,animal manure - cattle/dairy cow,,AD154,,
Sunrise Dairy Digester,Farm,,Suring,Oconto County,WI,54174,,animal manure - cattle/dairy cow,AgStar,AD381,,
SunRyz Dairy RNG,Farm,,Morenci,Lenawee County,MI,49256,,animal manure - cattle/dairy cow,AgStar,AD278,,
SUPERIOR WWTP,Water Resource Recovery Facility,AVENUE E,Superior,Douglas County,WI,54880,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1677,46.72493237,-92.07457597
Suwannee Farms Digester,Farm,,O'Brien,Suwannee County,FL,32071,,animal manure - cattle,AgStar,AD297,,
Swiss Valley Farms Digester,Farm,,Warsaw,Wyoming County,NY,14569,,animal manure - cattle/dairy cow,AgStar,AD445,,
Synergy Dairy - Covington Digester,Farm,,Covington,Genesee County,NY,14591,Yes,animal manure - dairy cow; Agricultural Residues; Food Wastes,AgStar,AD101,,
T & W Dairy Digester,Farm,,Bakersfield,Kern County,CA,93301,,animal manure - cattle/dairy cow,AgStar,AD22,,
T E Maxson and the,Water Resource Recovery Facility,2685 Steam Plant Road,Memphis,Shelby County,TN,38109,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1295,35.07236699,-90.15406202
TACOMA #3 STP NORTH,Water Resource Recovery Facility,4200 N WATERVIEW ST,Tacoma ,Pierce County,WA,98407,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1681,47.28811513,-122.4913779
Tacoma Central NO. 1,Water Resource Recovery Facility,2201 Portland Avenue,Tacoma,Pierce County,WA,98421,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1680,47.24750869,-122.41445485
Tafuna STP,Water Resource Recovery Facility,,American Samoa,,AS,96799,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD614,-14.33207053,-170.72741057
TAHOE-TRUCKEE WWTP,Water Resource Recovery Facility,13720 JOERGER DRIVE,Truckee,Nevada County,CA,96161,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1710,39.33063877,-120.12746862
TALLADEGA MAIN WWTP,Water Resource Recovery Facility,601 ALABAMA HIGHWAY 275,Talladega,Talladega County,AL,35160,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1682,33.42752917,-86.13380367
TALLMAN ISLAND WPC - College Point,Water Resource Recovery Facility,127-01 POWELLS COVE BOULEVARD,College Point,Queens County,NY,11356,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD834,40.79407014,-73.84040385
TEN MILE CREEK WWTP,Water Resource Recovery Facility,1500 Malloy Bridge Cir,Ferris,Dallas County,TX,75125,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD977,32.57167994,-96.63594688
Terminal Island Water Reclamation Plant,Water Resource Recovery Facility,445 Ferry Street,Los Angeles,Los Angeles County,CA,90731,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1250,33.74454,-118.26576004
Terre Haute WW Treatment Plant,Water Resource Recovery Facility,3200 S. State Road 63,Terre Haute,Vigo County,IN,47802,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1688,39.42731998,-87.43088302
"TERRELL, CITY OF-KAUFMAN CNTY",Water Resource Recovery Facility,ROAD 301 & STATE HIGHWAY 34,Terrell,Kaufman County,TX,75160,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1689,32.69785998,-96.27377997
TEXARKANA SOUTH REGIONAL WWTP,Water Resource Recovery Facility,4000 S State Line Rd,Texarkana,Bowie County,TX,75501,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1690,33.376589,-94.04662104
Theresa Street WRRF,Water Resource Recovery Facility,2400 Theresa Street,Lincoln,Lancaster County,NE,68521,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1227,40.83794198,-96.68732497
THIBODAUX WWTP,Water Resource Recovery Facility,TALBOT ROAD,Thibodaux,Lafourche ParishCounty,LA,70301,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1692,29.78575644,-90.86333725
Thomas P. Smith WRF (TPS Treatment plant),Water Resource Recovery Facility,4505 Springhill Road,Tallahassee,Leon County,FL,32305,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG), Septage, Wastewater solids from other WRRFs",AD Data Collection Project - WRRF,AD1683,30.39261499,-84.32277098
THOMASVILLE WPCP,Water Resource Recovery Facility,2299 County Line Road,Thomasville,Thomas County,GA,31792,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1693,30.87320201,-83.97689863
THORN CREEK BASIN. S.D.WWTP -,Water Resource Recovery Facility,700 WEST END AVENUE,Chicago Heights,Cook County,IL,60411,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD808,41.5172252,-87.62666299
"Three Creek BioEnergy, LLC",Stand-Alone,2350 Abbe Rd,Sheffield Village,Lorain County,OH,44054,Yes,"Food waste, Beverage processing industry waste, Crude glycerin, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes, Rendering wastes, Retail food waste, Source-separated commerci",AD Data Collection Project - Stand-Alone,AD562,41.46128602,-82.08006999
Threemile Canyon Farms Digester,Farm,,Boardman,Morrow County,OR,97818,,animal manure - cattle/dairy cow,AgStar,AD41,,
Tilton WRF,Water Resource Recovery Facility,201 West Fifth Street,Tilton,Vermilion County,IL,61833,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1697,40.10192799,-87.65222502
TIPTON MUNICIPAL WASTE WATER TREATMENT PLANT,Water Resource Recovery Facility,909 EAST JEFFERSON STREET,Tipton,Tipton County,IN,46072,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1698,40.28292586,-86.02650489
TOLEDO BAY VIEW PARK WWTP & SEWERS,Water Resource Recovery Facility,3900 NORTH SUMMIT STREET,Toledo,Lucas County,OH,43611,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1699,41.69121202,-83.48044201
Tomahawk WWTP,Water Resource Recovery Facility,,Tomahawk,Lincoln County,WI,54487,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1702,45.46941,-89.729255
Top Deck Holsteins Digester,Farm,,Westgate,Fayette County,IA,50681,,animal manure - cattle/dairy cow,AgStar,AD453,,
TOPEKA OAKLAND WWTP,Water Resource Recovery Facility,1115 North East Poplar,Topeka,Shawnee County,KS,66616,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1703,39.07165299,-95.64489701
TOWN OF RED SPRINGS,Water Resource Recovery Facility,NC HIGHWAY 71,Red Springs,Robeson County,NC,28377,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1515,34.82685881,-79.1769838
TOWN OF SPRUCE PINE,Water Resource Recovery Facility,Creed Pitman Road,Spruce Pine,Mitchell County,NC,28777,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1649,35.92578049,-82.08151386
TOWN OF TRYON,Water Resource Recovery Facility,,Tryon,Polk County,NC,28782,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1711,35.21193,-82.2388211
TRACY WWTP,Water Resource Recovery Facility,,Tracy,San Joaquin County,CA,95376,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1704,37.7397,-121.42962
TRAVERSE CITY REG STP,Water Resource Recovery Facility,606 FRANKLIN ST,Traverse City,Grand Traverse County,MI,49686,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1705,44.75862633,-85.61127072
TRENTON CITY DPW SEWER AUTH,Water Resource Recovery Facility,1502 LAMBERTON RD,Trenton,Mercer County,NJ,08611,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1707,40.18905301,-74.75208301
Trenton Renewables/Trenton Biogas,Stand-Alone,1600 Lamberton Road,Trenton,Mercer County,NJ,08611,Yes,Food Waste,AD Data Collection Project - Stand-Alone,AD570,40.21789,-74.75941
TRI-CITIES NORTH REGIONAL WWTP,Water Resource Recovery Facility,3777 OLD NEEDMORE RD,Dayton,Montgomery County,OH,45424,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD877,39.825991,-84.14997896
Tri-City Water Pollution Control Plant,Water Resource Recovery Facility,15941 AGNES AVE,Oregon City,Clackamas County,OR,97045,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1420,45.37651499,-122.58973201
Tri-Cross Renewable Energy,Farm,,Viborg,Turner County,SD,57070,,animal manure - cattle/dairy cow,,AD430,,
Trillium Hill / Three Petals RNG,Farm,,Berlin,Green Lake County,WI,54923,,animal manure - cattle/dairy cow,,AD37,,
Trilogy Dairy Digester,Farm,,Bakersfield,Kern County,CA,93301,,animal manure - cattle/dairy cow,AgStar,AD23,,
Trinkler Dairy Digester,Farm,,Ceres,Stanislaus County,CA,95307,,animal manure - cattle/dairy cow,AgStar,AD72,,
Triple G Dairy Digester,Farm,,Buckeye,Maricopa County,AZ,85326,,animal manure - cattle/dairy cow,AgStar,AD49,,
Troutdale WPCF,Water Resource Recovery Facility,1820 N.E. Graham Rd./104 S.E. Kiblin,Troutdale,Multnomah County,OR,97060,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1709,45.55244986,-122.38860185
Truckee Meadows Water Reclamation Facility,Water Resource Recovery Facility,8500 CLEAN WATER WAY,Sparks,Washoe County,NV,89502,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1635,39.51830801,-119.70377301
TULARE WPCF,Water Resource Recovery Facility,1875 S. West Street,Tulare,Tulare County,CA,93274,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1714,36.18575199,-119.37316502
TULSA NORTHSIDE WWTP,Water Resource Recovery Facility,5628 North 105 East Avenue,Tulsa,Tulsa County,OK,74117,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1716,36.23852898,-95.86165001
TULSA SOUTHSIDE WWT,Water Resource Recovery Facility,5300 South Elwood,Tulsa,Tulsa County,OK,74107,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1717,36.08372001,-95.99306903
Tuolomne U.D. Regional WWTP,Water Resource Recovery Facility,1400 Southgate Dr.,Sonora,Tuolumne County,CA,95370,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1628,37.97380472,-120.39290058
Tupelo Bay WRRF,Water Resource Recovery Facility,900 Stanley Russ Road,Conway,Faulkner County,AR,72034,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD842,35.05109858,-92.4374004
TURKEY CREEK WWTP,Water Resource Recovery Facility,3457 WEST EDDY LANE,Joplin,Jasper County,MO,64801,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1153,37.12118592,-94.55468435
Turlock WQCF,Water Resource Recovery Facility,901 SOUTH WALNUT ROAD,Turlock,Stanislaus County,CA,95380,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1718,37.48288298,-120.87010603
TUSCALOOSA WWTP,Water Resource Recovery Facility,3900 KAULOOSA AVENUE,Tuscaloosa,Tuscaloosa County,AL,35401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1719,33.17700498,-87.56409702
TUSCUMBIA,Water Resource Recovery Facility,809 WEST SECOND STREET,Tuscumbia,Colbert County,AL,35674,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1720,34.73541786,-87.71334739
Twin Birch Dairy Digester,Farm,,Skaneateles,Onondaga County,NY,13152,Yes,animal manure - dairy cow; Process Water,AgStar,AD368,,
TWIN FALLS Waste Water Treatment Plant,Water Resource Recovery Facility,350 CANYON SPRINGS ROAD WEST,Twin Falls,Twin Falls County,ID,83301,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1721,42.59643181,-114.46591777
UC Davis Renewable Energy Anaerobic Digester,Stand-Alone,28068 Co Rd 98,Davis,Yolo County,CA,95616,Yes,Food Waste,AD Data Collection Project - Stand-Alone,AD488,38.53302875,-121.80526634
Udder Dairy Digester,Farm,,Visalia,Tulare County,CA,93291,,animal manure - cattle/dairy cow,AgStar,AD443,,
UGA Double Bridges Farm Digester,Farm,,Athens,Oglethorpe County,GA,30619,,animal manure - swine,AgStar,AD7,,
Ukiah WWTP,Water Resource Recovery Facility,300 PLANT ROAD,Ukiah,Mendocino County,CA,95482,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1724,39.11298399,-123.19266603
ULSTER (T) S I A TRT PLT,Water Resource Recovery Facility,TOWN HALL ROAD,Lake Katrine,Ulster County,NY,12401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1192,41.97734119,-74.00144022
Union Sanitary District Alvarado Wastewater Treatment Facil,Water Resource Recovery Facility,5072 Benson Road,Union City,Alameda County,CA,94587,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1725,37.59299122,-122.08845227
UNIONTOWN CITY,Water Resource Recovery Facility,20 N GALLATIN AVE,Uniontown,Fayette County,PA,15401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1726,39.90211201,-79.72382296
University of Florida Dairy Research Unit Digester,Farm,,Hague,Alachua County,FL,32615,,animal manure - cattle/dairy cow,AgStar,AD167,,
UOSA - CENTREVILLE,Water Resource Recovery Facility,14631 Compton Rd,Centreville,Fairfax County,VA,20121,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD784,38.80837452,-77.45980729
Upper Occoquan Service Authority,Water Resource Recovery Facility,,Manassas,Manassas cityCounty,VA,20110,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD1266,38.75125,-77.47086
Urbana & Champaign Sanitary District,Water Resource Recovery Facility,1100 East University Ave,Urbana,Champaign County,IL,61802,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG), Food processing industry waste, Wastewater solids from other WRRFs",AD Data Collection Project - WRRF,AD1728,40.11841201,-88.19479802
URBANA-CHAMPAIGN SD SW STP,Water Resource Recovery Facility,2404 South Rising Road,Champaign,Champaign County,IL,61822,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD787,40.08333102,-88.33249802
USAFA WWTP,Water Resource Recovery Facility,8120 Edgerton Drive,Usaf Academy,El Paso County,CO,80840,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1729,38.95711801,-104.82791097
USDA/ARS Research Facility Digester,Farm,,Beltsville,Prince George's County,MD,20705,,animal manure - cattle/dairy cow,AgStar,AD31,,
USEMCO - Peters Farm Digester,Farm,,Chaseburg,Vernon County,WI,54621,Yes,animal manure - dairy cow; Food Wastes,AgStar,AD73,,
"UW Oshkosh Foundation-Witzel, LLC Digester",Farm,,Oshkosh,Winnebago County,WI,54901,Yes,animal manure - dairy cow; Agricultural Residues; Food Wastes; Other Feedstocks,AgStar,AD306,,
UW Oshkosh Urban Dry Digester (BD1),Stand-Alone,755 Dempsey Trail,Oshkosh,Winnebago County,WI,54902,Yes,"Food waste, Crop residues, Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes, Mixed yard waste, Retail food waste, Source-separated commercial, institutional or residential organic wastes",AD Data Collection Project - Stand-Alone,AD542,44.01887902,-88.55803601
UWO - Allen Farms / Titan 64 Digester (BD3),Farm,,Oshkosh,Winnebago County,WI,54904,,animal manure - cattle/dairy cow,,AD307,,
VACAVILLE EASTERLY WWTP,Water Resource Recovery Facility,6040 VACA STATION ROAD,Elmira,Solano County,CA,95687,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD942,38.34292012,-121.90602977
Valadao Dairy Digester,Farm,,Hanford,Kings County,CA,93230,,animal manure - cattle/dairy cow,AgStar,AD185,,
Valencia Water Reclamation Plant,Water Resource Recovery Facility,28185 The Old Road,Valencia,Los Angeles County,CA,91355,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1731,34.43123999,-118.59054202
VALLEY CREEK WWTP,Water Resource Recovery Facility,1 MARINA DRIVE,Selma,Dallas County,AL,36701,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1602,32.40242024,-87.03992301
Valley Forge STP Consol SD,Water Resource Recovery Facility,WASHINGTON DRIVE,Highland Mills,Orange County,NY,10930,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1086,41.35333354,-74.09685346
Van Beek Brothers Dairy Digester,Farm,,Tipton,Tulare County,CA,93272,,animal manure - cattle/dairy cow,AgStar,AD397,,
Van Der Hoek Dairy Digester,Farm,,Helm,Fresno County,CA,93627,,animal manure - cattle/dairy cow,AgStar,AD194,,
Van der Kooi Dairy Digester,Farm,,Riverdale,Fresno County,CA,93656,,animal manure - cattle/dairy cow,AgStar,AD344,,
Van Dyk Dairy Digester,Farm,,Lynden,Whatcom County,WA,98264,Yes,animal manure - dairy cow; Dairy Processing Wastes; Food Wastes,AgStar,AD241,,
Van Steyn Dairy Digester,Farm,,Elk Grove,Sacramento County,CA,95758,,animal manure - cattle/dairy cow,AgStar,AD121,,
Van Warmerdam Dairy Digester,Farm,,Galt,Sacramento County,CA,95632,,animal manure - cattle/dairy cow,AgStar,AD151,,
Vander Haak Dairy Digester / FPE Renewables,Farm,,Lynden,Whatcom County,WA,98264,Yes,animal manure - dairy cow; Food Processing Wastes,AgStar,AD242,,
Vander Poel Dairy Digester,Farm,,Pixley,Tulare County,CA,93256,,animal manure - cattle/dairy cow,AgStar,AD326,,
Vander Woude Dairy Digester,Farm,,Merced,Merced County,CA,95340,,animal manure - cattle/dairy cow,AgStar,AD265,,
Vanderham Dairy Digester,Farm,,Riverdale,Fresno County,CA,93656,,animal manure - cattle/dairy cow,AgStar,AD345,,
Vashon Bioenergy Farm,Stand-Alone,18870 103rd Avenue SW,Vashon Island,King County,WA,98070,Yes,Food Waste,AD Data Collection Project - Stand-Alone,AD574,47.43397101,-122.464917
Ventura Water Reclamation Facility,Water Resource Recovery Facility,1400 Spinnaker Dr.,Ventura,Ventura County,CA,93001,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1735,34.24034999,-119.258055
Verbio Biorefinery,Farm,,Nevada,Story County,IA,50201,,animal manure - cattle/dairy cow,,AD289,,
VERMILION WPCF,Water Resource Recovery Facility,799 WEST RIVER ROAD,Vermilion,Erie County,OH,44089,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1736,41.41925899,-82.35637196
VERMILLION WWTF,Water Resource Recovery Facility,5130 S. DAKOTA STREET,Vermillion,Clay County,SD,57069,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1737,42.74840287,-96.94113328
VERONA TWP DPW,Water Resource Recovery Facility,10 COMMERCE CT,Verona,Essex County,NJ,07044,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1739,40.84119888,-74.23553243
Verwey-Hanford Dairy Digester,Farm,,Hanford,Kings County,CA,93230,,animal manure - cattle/dairy cow,AgStar,AD186,,
Verwey-Madera Dairy Digester,Farm,,Madera,Madera County,CA,93637,,animal manure - cattle/dairy cow,AgStar,AD244,,
VICKSBURG WWTP,Water Resource Recovery Facility,4430 RIFLE RANGE ROAD,Vicksburg,Warren County,MS,39180,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1742,32.295211,-90.90077099
Victor Valley Wastewater Reclamation Authority,Water Resource Recovery Facility,20111 Shay Road,Victorville,San Bernardino County,CA,92394,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Retail food waste",AD Data Collection Project - WRRF,AD1746,34.61116493,-117.35612259
Victor WWTP (NY),Water Resource Recovery Facility,1250 BRACE ROAD,Victor,Ontario County,NY,14564,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1744,42.97798113,-77.39715399
VICTORIA WILLOW PLANT,Water Resource Recovery Facility,1509 SOUTH WILLOW STREET,Victoria,Victoria County,TX,77901,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1745,28.78494602,-97.00949297
VILLAGE CREEK STP,Water Resource Recovery Facility,4500 WILMA LANE,Fort Worth,Tarrant County,TX,76012,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD991,32.77499998,-97.14278501
Village Creek Water Reclamation Facility,Water Resource Recovery Facility,4500 Wilma Ln,Arlington,Tarrant County,TX,76012,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD628,32.77499998,-97.14278501
Village Green Brunswick Landing AD,Stand-Alone,15 Suite 200 Terminal Road,Brunswick,Cumberland County,ME,04011,Yes,Food Waste,AD Data Collection Project - Stand-Alone,AD474,43.89836359,-69.93416247
VILLAGE OF CASS CITY WWTP,Water Resource Recovery Facility,3998 DOERR RD,Cass City,Tuscola County,MI,48726,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD773,43.58947466,-83.18407138
VILLAGE OF CHESANING,Water Resource Recovery Facility,1101 NORTH MAIN STREET,Chesaning,Saginaw County,MI,48616,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD802,43.19265909,-84.11030503
Village of Clear Lake WWTP,Water Resource Recovery Facility,,Clear Lake,Polk County,WI,54005,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD824,45.25091,-92.270485
